450	0.585	0
427.5	5.13	0
405	9.36	0
360	16.875	0
315	23.31	0
270	28.62	0
225	32.58	0
180	35.1	0
135	35.46	0
112.5	34.515	0
90	32.67	0
67.5	29.745	0
45	25.335	0
33.75	22.32	0
22.5	18.585	0
11.25	13.455	0
5.625	9.675	0
0	0	0
5.625	-7.425	0
11.25	-10.215	0
22.5	-13.545	0
33.75	-15.57	0
45	-16.875	0
67.5	-18.45	0
90	-19.035	0
112.5	-18.99	0
135	-18.54	0
180	-17.1	0
225	-15.03	0
270	-12.42	0
315	-9.63	0
360	-6.75	0
405	-3.69	0
427.5	-2.16	0
450	-0.585	0
