650	0.845	0
617.5	7.41	0
585	13.52	0
520	24.375	0
455	33.67	0
390	41.34	0
325	47.06	0
260	50.7	0
195	51.22	0
162.5	49.855	0
130	47.19	0
97.5	42.965	0
65	36.595	0
48.75	32.24	0
32.5	26.845	0
16.25	19.435	0
8.125	13.975	0
0	0	0
8.125	-10.725	0
16.25	-14.755	0
32.5	-19.565	0
48.75	-22.49	0
65	-24.375	0
97.5	-26.65	0
130	-27.495	0
162.5	-27.43	0
195	-26.78	0
260	-24.7	0
325	-21.71	0
390	-17.94	0
455	-13.91	0
520	-9.75	0
585	-5.33	0
617.5	-3.12	0
650	-0.845	0
